info_id,nbh_id,bed_number,count,min,max,avg,rental_income,median_value,median_night_rate,median_occupancy
1405,273667,4,7,1631,19028,4543.7142857143,2017.1319444444,2283.0,103,58
1406,273667,5,2,1093,4348,2720.5,2646.7569444444,2720.5,133,61
1407,273667,7,1,5044,5044,5044.0,5269.5861111111,5044.0,194,85
1408,273667,8,1,16568,16568,16568.0,16021.2694444444,16568.0,846,64
1409,274173,0,2,1560,1896,1728.0,2089.625,1728.0,66,86
1410,274173,1,18,338,2559,1349.8888888889,1853.3888888889,1414.0,65,77
1411,274173,2,20,973,2054,1495.4,1852.7298611111,1498.0,74,70
1412,274173,3,13,810,3015,1925.6923076923,2117.2027777778,1861.0,78,76
1413,274173,4,6,1598,3850,2792.6666666667,3195.6763888889,2696.5,148,67
1414,274173,5,1,1176,1176,1176.0,1318.7652777778,1176.0,83,46
1415,124197,0,18,173,1490,722.5,865.9118055556,746.0,41,52
1416,124197,1,86,0,3210,1074.2790697674,1393.3875,1022.0,49,72
1417,124197,2,39,94,3226,1693.2051282051,1975.7652777778,1770.0,89,64
1418,124197,3,37,0,5356,2166.5675675676,2097.7361111111,2249.0,115,55
1419,124197,4,13,1152,8402,2988.8461538462,3167.6930555556,2327.0,159,62
1420,124197,5,2,6332,10450,8391.0,8796.271875,8391.0,504,59
1421,124197,-1,2,692,1104,898.0,1186.4527777778,898.0,44,67
1422,269130,0,5,722,1304,936.4,1049.375,909.0,50,54
1423,269130,1,35,24,2729,1237.3428571429,1591.8055555556,1289.0,87,53
1424,269130,2,16,227,3484,1613.6875,1991.8354166667,1532.0,89,65
1425,269130,3,16,950,2790,2130.5,2475.1309027778,2085.0,135,57
1426,269130,4,10,1105,4237,2740.1,2799.2711805556,2900.5,185,49
1427,269130,5,1,2788,2788,2788.0,2821.2472222222,2788.0,193,47
1428,269130,6,3,3033,8216,6075.0,5522.6527777778,6976.0,436,43
1429,269130,7,1,10391,10391,10391.0,10098.9416666667,10391.0,674,51
